Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","Kiribati","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Kiribati","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Kiribati","Tourist consumption","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Kiribati","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Kiribati","Food","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Kiribati","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","16.51"
"Food Balances (2010-)","Kiribati","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","58"
"Food Balances (2010-)","Kiribati","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","6.15"
"Food Balances (2010-)","Kiribati","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.51"
"Food Balances (2010-)","Kuwait","Production","Poultry Meat","2017","1000 tonnes","56"
"Food Balances (2010-)","Kuwait","Import Quantity","Poultry Meat","2017","1000 tonnes","137"
"Food Balances (2010-)","Kuwait","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Kuwait","Export Quantity","Poultry Meat","2017","1000 tonnes","4"
"Food Balances (2010-)","Kuwait","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","189"
"Food Balances (2010-)","Kuwait","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Kuwait","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Kuwait","Food","Poultry Meat","2017","1000 tonnes","188"
"Food Balances (2010-)","Kuwait","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","46.25"
"Food Balances (2010-)","Kuwait","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","156"
"Food Balances (2010-)","Kuwait","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","15.87"
"Food Balances (2010-)","Kuwait","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","9.8"
"Food Balances (2010-)","Kyrgyzstan","Production","Poultry Meat","2017","1000 tonnes","8"
"Food Balances (2010-)","Kyrgyzstan","Import Quantity","Poultry Meat","2017","1000 tonnes","25"
"Food Balances (2010-)","Kyrgyzstan","Stock Variation","Poultry Meat","2017","1000 tonnes","-1"
"Food Balances (2010-)","Kyrgyzstan","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Kyrgyzstan","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","33"
"Food Balances (2010-)","Kyrgyzstan","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","13"
"Food Balances (2010-)","Kyrgyzstan","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Kyrgyzstan","Food","Poultry Meat","2017","1000 tonnes","19"
"Food Balances (2010-)","Kyrgyzstan","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","3.12"
"Food Balances (2010-)","Kyrgyzstan","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","11"
"Food Balances (2010-)","Kyrgyzstan","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.08"
"Food Balances (2010-)","Kyrgyzstan","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.73"
"Food Balances (2010-)","Lao People's Democratic Republic","Production","Poultry Meat","2017","1000 tonnes","33"
"Food Balances (2010-)","Lao People's Democratic Republic","Import Quantity","Poultry Meat","2017","1000 tonnes","5"
"Food Balances (2010-)","Lao People's Democratic Republic","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Lao People's Democratic Republic","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","38"
"Food Balances (2010-)","Lao People's Democratic Republic","Tourist consumption","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Lao People's Democratic Republic","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Lao People's Democratic Republic","Food","Poultry Meat","2017","1000 tonnes","38"
"Food Balances (2010-)","Lao People's Democratic Republic","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","5.42"
"Food Balances (2010-)","Lao People's Democratic Republic","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","22"
"Food Balances (2010-)","Lao People's Democratic Republic","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.76"
"Food Balances (2010-)","Lao People's Democratic Republic","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.56"
"Food Balances (2010-)","Latvia","Production","Poultry Meat","2017","1000 tonnes","33"
"Food Balances (2010-)","Latvia","Import Quantity","Poultry Meat","2017","1000 tonnes","43"
"Food Balances (2010-)","Latvia","Stock Variation","Poultry Meat","2017","1000 tonnes","16"
"Food Balances (2010-)","Latvia","Export Quantity","Poultry Meat","2017","1000 tonnes","20"
"Food Balances (2010-)","Latvia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","41"
"Food Balances (2010-)","Latvia","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Latvia","Food","Poultry Meat","2017","1000 tonnes","41"
"Food Balances (2010-)","Latvia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","20.87"
"Food Balances (2010-)","Latvia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","72"
"Food Balances (2010-)","Latvia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","7.21"
"Food Balances (2010-)","Latvia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","4.52"
"Food Balances (2010-)","Lebanon","Production","Poultry Meat","2017","1000 tonnes","125"
"Food Balances (2010-)","Lebanon","Import Quantity","Poultry Meat","2017","1000 tonnes","13"
"Food Balances (2010-)","Lebanon","Stock Variation","Poultry Meat","2017","1000 tonnes","13"
"Food Balances (2010-)","Lebanon","Export Quantity","Poultry Meat","2017","1000 tonnes","4"
"Food Balances (2010-)","Lebanon","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","122"
"Food Balances (2010-)","Lebanon","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Lebanon","Food","Poultry Meat","2017","1000 tonnes","122"
"Food Balances (2010-)","Lebanon","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","17.85"
"Food Balances (2010-)","Lebanon","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","63"
"Food Balances (2010-)","Lebanon","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","6.43"
"Food Balances (2010-)","Lebanon","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.87"
"Food Balances (2010-)","Lesotho","Production","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Lesotho","Import Quantity","Poultry Meat","2017","1000 tonnes","11"
"Food Balances (2010-)","Lesotho","Stock Variation","Poultry Meat","2017","1000 tonnes","-4"
"Food Balances (2010-)","Lesotho","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","17"
"Food Balances (2010-)","Lesotho","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Lesotho","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Lesotho","Food","Poultry Meat","2017","1000 tonnes","17"
"Food Balances (2010-)","Lesotho","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","8.08"
"Food Balances (2010-)","Lesotho","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","28"
"Food Balances (2010-)","Lesotho","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.81"
"Food Balances (2010-)","Lesotho","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.75"
"Food Balances (2010-)","Liberia","Production","Poultry Meat","2017","1000 tonnes","15"
"Food Balances (2010-)","Liberia","Import Quantity","Poultry Meat","2017","1000 tonnes","48"
"Food Balances (2010-)","Liberia","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Liberia","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Liberia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","63"
"Food Balances (2010-)","Liberia","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Liberia","Food","Poultry Meat","2017","1000 tonnes","63"
"Food Balances (2010-)","Liberia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","13.33"
"Food Balances (2010-)","Liberia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","45"
"Food Balances (2010-)","Liberia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","4.64"
"Food Balances (2010-)","Liberia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.82"
"Food Balances (2010-)","Libya","Production","Poultry Meat","2017","1000 tonnes","128"
"Food Balances (2010-)","Libya","Import Quantity","Poultry Meat","2017","1000 tonnes","57"
"Food Balances (2010-)","Libya","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Libya","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","185"
"Food Balances (2010-)","Libya","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Libya","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Libya","Food","Poultry Meat","2017","1000 tonnes","185"
"Food Balances (2010-)","Libya","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","28.06"
"Food Balances (2010-)","Libya","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","98"
"Food Balances (2010-)","Libya","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","10"
"Food Balances (2010-)","Libya","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","6.07"
"Food Balances (2010-)","Lithuania","Production","Poultry Meat","2017","1000 tonnes","134"
"Food Balances (2010-)","Lithuania","Import Quantity","Poultry Meat","2017","1000 tonnes","44"
"Food Balances (2010-)","Lithuania","Stock Variation","Poultry Meat","2017","1000 tonnes","28"
"Food Balances (2010-)","Lithuania","Export Quantity","Poultry Meat","2017","1000 tonnes","68"
"Food Balances (2010-)","Lithuania","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","82"
"Food Balances (2010-)","Lithuania","Processing","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Lithuania","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Lithuania","Food","Poultry Meat","2017","1000 tonnes","80"
"Food Balances (2010-)","Lithuania","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","28.2"
"Food Balances (2010-)","Lithuania","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","96"
"Food Balances (2010-)","Lithuania","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","9.74"
"Food Balances (2010-)","Lithuania","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","6.03"
"Food Balances (2010-)","Luxembourg","Production","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Luxembourg","Import Quantity","Poultry Meat","2017","1000 tonnes","11"
"Food Balances (2010-)","Luxembourg","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Luxembourg","Export Quantity","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Luxembourg","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","11"
"Food Balances (2010-)","Luxembourg","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Luxembourg","Food","Poultry Meat","2017","1000 tonnes","11"
"Food Balances (2010-)","Luxembourg","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","18.37"
"Food Balances (2010-)","Luxembourg","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","69"
"Food Balances (2010-)","Luxembourg","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","7.21"
"Food Balances (2010-)","Luxembourg","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","4.29"
"Food Balances (2010-)","Madagascar","Production","Poultry Meat","2017","1000 tonnes","84"
"Food Balances (2010-)","Madagascar","Import Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Madagascar","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Madagascar","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","85"
"Food Balances (2010-)","Madagascar","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Madagascar","Food","Poultry Meat","2017","1000 tonnes","85"
"Food Balances (2010-)","Madagascar","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","3.31"
"Food Balances (2010-)","Madagascar","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","16"
"Food Balances (2010-)","Madagascar","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.11"
"Food Balances (2010-)","Madagascar","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.23"
"Food Balances (2010-)","Malawi","Production","Poultry Meat","2017","1000 tonnes","130"
"Food Balances (2010-)","Malawi","Import Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Malawi","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Malawi","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Malawi","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","130"
"Food Balances (2010-)","Malawi","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Malawi","Food","Poultry Meat","2017","1000 tonnes","130"
"Food Balances (2010-)","Malawi","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","7.37"
"Food Balances (2010-)","Malawi","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","25"
"Food Balances (2010-)","Malawi","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.48"
"Food Balances (2010-)","Malawi","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.55"
"Food Balances (2010-)","Malaysia","Production","Poultry Meat","2017","1000 tonnes","1665"
"Food Balances (2010-)","Malaysia","Import Quantity","Poultry Meat","2017","1000 tonnes","68"
"Food Balances (2010-)","Malaysia","Stock Variation","Poultry Meat","2017","1000 tonnes","171"
"Food Balances (2010-)","Malaysia","Export Quantity","Poultry Meat","2017","1000 tonnes","44"
"Food Balances (2010-)","Malaysia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","1518"
"Food Balances (2010-)","Malaysia","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","311"
"Food Balances (2010-)","Malaysia","Residuals","Poultry Meat","2017","1000 tonnes","-2"
"Food Balances (2010-)","Malaysia","Food","Poultry Meat","2017","1000 tonnes","1209"
"Food Balances (2010-)","Malaysia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","38.87"
"Food Balances (2010-)","Malaysia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","140"
"Food Balances (2010-)","Malaysia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","12.86"
"Food Balances (2010-)","Malaysia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","9.41"
"Food Balances (2010-)","Maldives","Import Quantity","Poultry Meat","2017","1000 tonnes","12"
"Food Balances (2010-)","Maldives","Stock Variation","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Maldives","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","11"
"Food Balances (2010-)","Maldives","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Maldives","Tourist consumption","Poultry Meat","2017","1000 tonnes","5"
"Food Balances (2010-)","Maldives","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Maldives","Food","Poultry Meat","2017","1000 tonnes","7"
"Food Balances (2010-)","Maldives","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","13.13"
"Food Balances (2010-)","Maldives","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","45"
"Food Balances (2010-)","Maldives","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","4.57"
"Food Balances (2010-)","Maldives","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.87"
"Food Balances (2010-)","Mali","Production","Poultry Meat","2017","1000 tonnes","48"
"Food Balances (2010-)","Mali","Import Quantity","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Mali","Stock Variation","Poultry Meat","2017","1000 tonnes","-6"
"Food Balances (2010-)","Mali","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","55"
"Food Balances (2010-)","Mali","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mali","Food","Poultry Meat","2017","1000 tonnes","55"
"Food Balances (2010-)","Mali","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","2.95"
"Food Balances (2010-)","Mali","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","10"
"Food Balances (2010-)","Mali","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1"
"Food Balances (2010-)","Mali","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.62"
"Food Balances (2010-)","Malta","Production","Poultry Meat","2017","1000 tonnes","4"
"Food Balances (2010-)","Malta","Import Quantity","Poultry Meat","2017","1000 tonnes","9"
"Food Balances (2010-)","Malta","Stock Variation","Poultry Meat","2017","1000 tonnes","-1"
"Food Balances (2010-)","Malta","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Malta","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","14"
"Food Balances (2010-)","Malta","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Malta","Tourist consumption","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Malta","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Malta","Food","Poultry Meat","2017","1000 tonnes","12"
"Food Balances (2010-)","Malta","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","27.17"
"Food Balances (2010-)","Malta","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","103"
"Food Balances (2010-)","Malta","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","12.67"
"Food Balances (2010-)","Malta","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.41"
"Food Balances (2010-)","Mauritania","Production","Poultry Meat","2017","1000 tonnes","5"
"Food Balances (2010-)","Mauritania","Import Quantity","Poultry Meat","2017","1000 tonnes","24"
"Food Balances (2010-)","Mauritania","Stock Variation","Poultry Meat","2017","1000 tonnes","6"
"Food Balances (2010-)","Mauritania","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","22"
"Food Balances (2010-)","Mauritania","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mauritania","Food","Poultry Meat","2017","1000 tonnes","22"
"Food Balances (2010-)","Mauritania","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","5.14"
"Food Balances (2010-)","Mauritania","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","11"
"Food Balances (2010-)","Mauritania","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.59"
"Food Balances (2010-)","Mauritania","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.51"
"Food Balances (2010-)","Mauritius","Production","Poultry Meat","2017","1000 tonnes","48"
"Food Balances (2010-)","Mauritius","Import Quantity","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Mauritius","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mauritius","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mauritius","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","49"
"Food Balances (2010-)","Mauritius","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mauritius","Tourist consumption","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Mauritius","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mauritius","Food","Poultry Meat","2017","1000 tonnes","48"
"Food Balances (2010-)","Mauritius","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","37.94"
"Food Balances (2010-)","Mauritius","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","128"
"Food Balances (2010-)","Mauritius","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","13.07"
"Food Balances (2010-)","Mauritius","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","8.05"
"Food Balances (2010-)","Mexico","Production","Poultry Meat","2017","1000 tonnes","3249"
"Food Balances (2010-)","Mexico","Import Quantity","Poultry Meat","2017","1000 tonnes","972"
"Food Balances (2010-)","Mexico","Stock Variation","Poultry Meat","2017","1000 tonnes","-1"
"Food Balances (2010-)","Mexico","Export Quantity","Poultry Meat","2017","1000 tonnes","9"
"Food Balances (2010-)","Mexico","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","4214"
"Food Balances (2010-)","Mexico","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mexico","Food","Poultry Meat","2017","1000 tonnes","4214"
"Food Balances (2010-)","Mexico","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","33.77"
"Food Balances (2010-)","Mexico","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","128"
"Food Balances (2010-)","Mexico","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","9.6"
"Food Balances (2010-)","Mexico","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","9.63"
"Food Balances (2010-)","Mongolia","Production","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mongolia","Import Quantity","Poultry Meat","2017","1000 tonnes","10"
"Food Balances (2010-)","Mongolia","Stock Variation","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Mongolia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","9"
"Food Balances (2010-)","Mongolia","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mongolia","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mongolia","Food","Poultry Meat","2017","1000 tonnes","9"
"Food Balances (2010-)","Mongolia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","2.77"
"Food Balances (2010-)","Mongolia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","9"
"Food Balances (2010-)","Mongolia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.95"
"Food Balances (2010-)","Mongolia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.59"
"Food Balances (2010-)","Montenegro","Production","Poultry Meat","2017","1000 tonnes","4"
"Food Balances (2010-)","Montenegro","Import Quantity","Poultry Meat","2017","1000 tonnes","8"
"Food Balances (2010-)","Montenegro","Stock Variation","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Montenegro","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Montenegro","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","10"
"Food Balances (2010-)","Montenegro","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Montenegro","Food","Poultry Meat","2017","1000 tonnes","10"
"Food Balances (2010-)","Montenegro","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","15.97"
"Food Balances (2010-)","Montenegro","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","55"
"Food Balances (2010-)","Montenegro","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.78"
"Food Balances (2010-)","Montenegro","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.37"
"Food Balances (2010-)","Morocco","Production","Poultry Meat","2017","1000 tonnes","745"
"Food Balances (2010-)","Morocco","Import Quantity","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Morocco","Stock Variation","Poultry Meat","2017","1000 tonnes","17"
"Food Balances (2010-)","Morocco","Export Quantity","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Morocco","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","730"
"Food Balances (2010-)","Morocco","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Morocco","Food","Poultry Meat","2017","1000 tonnes","730"
"Food Balances (2010-)","Morocco","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","20.51"
"Food Balances (2010-)","Morocco","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","69"
"Food Balances (2010-)","Morocco","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","7.09"
"Food Balances (2010-)","Morocco","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","4.27"
"Food Balances (2010-)","Mozambique","Production","Poultry Meat","2017","1000 tonnes","92"
"Food Balances (2010-)","Mozambique","Import Quantity","Poultry Meat","2017","1000 tonnes","24"
"Food Balances (2010-)","Mozambique","Stock Variation","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Mozambique","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","115"
"Food Balances (2010-)","Mozambique","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Mozambique","Food","Poultry Meat","2017","1000 tonnes","115"
"Food Balances (2010-)","Mozambique","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","4.02"
"Food Balances (2010-)","Mozambique","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","14"
"Food Balances (2010-)","Mozambique","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.35"
"Food Balances (2010-)","Mozambique","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.91"
"Food Balances (2010-)","Myanmar","Production","Poultry Meat","2017","1000 tonnes","1733"
"Food Balances (2010-)","Myanmar","Import Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Myanmar","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Myanmar","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Myanmar","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","1733"
"Food Balances (2010-)","Myanmar","Losses","Poultry Meat","2017","1000 tonnes","72"
"Food Balances (2010-)","Myanmar","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Myanmar","Food","Poultry Meat","2017","1000 tonnes","1662"
"Food Balances (2010-)","Myanmar","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","31.13"
"Food Balances (2010-)","Myanmar","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","117"
"Food Balances (2010-)","Myanmar","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","10.2"
"Food Balances (2010-)","Myanmar","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","8.17"
"Food Balances (2010-)","Namibia","Production","Poultry Meat","2017","1000 tonnes","10"
